대사	라벨
한소간의 국교수립에 따를지도 모를 북한의 고립화가 한반도에 위험요소가 될 것으로 보는가 혹은 평화정착을 앞당기게 하는 요인이 될 것으로 보는가.	0
평양이 어떻게 반응하는가를 예측하기는 어렵다 또 그런 성명이 나올 가능성도 있다.	0
이번 한소 정상회담은 미수교상태에서 이루어진 것으로 남북한과 소련과의 관계에서 특별한 의미가 있지 않은가.	0
정치인이라고 다 완전할 수는 없으나 자신이 한 말만은 꼭 지키는 그런 풍토가 돼야죠.	0
정치인들이 때와 곳에 따라 말을 달리하는 등 신의가 없다는 얘기도 합니다.	0
그분은 신념이 너무 강해 공정한 사회자는 못됐을 거요.	0
그렇게 생각하기 때문에 내 신념이나 뜻을 누르고 공정한 사회자가 되도록 최선을 다할 겁니다.	0
혹시 역대 국회의장 중 이런 분이 의장의 귀감이라고 생각하는 분이 있는지.	0
유석 조병옥박사 밑에서 정계에 입문했다.	0
경북고를 나와 서울대 미 브라운대학원 컬럼비아 대학원 등에서 수학했으며 모교인 서울대 강단에 선 바도 있다.	0
북 달성이 고향이지만 그는 육 칠대때 서울 성동을구에서 출마 당선된 바 있다.	0
내정자가 어떻게 직접 나서요.	0
전임 김재순 의장이 나서 교섭은 해 본 모양입니다.	0
기분이 그다지 좋지 않아 보입니다.	0
국회의장 선거에 야당이 전면 불참한 경우는 육 팔 부정선거시비에 휘말린 칠대 국회 개원 초 이후 이번이 두 번째다.	0
이십구일 하루 국회를 야당이 거부 여당만의 표로 심삼대 국회후반기 의장에 선출된 그는 자신의 취임첫날 국회파행이 임기 내내 이어지지 않을까 걱정하는 눈치였다.	0
일부는 의장자리 자체를 투쟁의 무기로 삼으니 일하기 어려우리라 느끼기도 해요.	0
그러나 큰 걱정은 안해요.	0
늘 팔방미인일 수는 없지 않아요.	0
아무튼 의장에 선출됐으니 나름대로 소신 있고 공정하게 일을 할 겁니다.	0
폭력으로 의사진행을 방해하는 행위 의원상호간의 인격모독 국회의 품위를 떨어뜨리는 행동이지 그건 용납 못해요.	0
소신 있다는 얘기는 들었지만 그리 강성이란 평가를 들어보지는 않았습니다만.	0
내가 남의 입장을 너무 잘 이해해 탈이지 그러나 옳고 나쁜 것은 분명히 판단하고 난 믿고 있어요.	0
박의장은 지난해말 민정당대표위원으로 있으며 여권이 추진하는 은밀한 정계재편구도를 동아일보에 밝혔다가 대표위원직에 물러나야 하는 등 파란을 겪었다.	0
개인적이란 얘기가 나왔으니 말인데 개인적으로 내각책임제 신봉자 아닙니까.	0
난 이제부터는 의회의 공정한 사회자일 따름이오.	0
칼로 끊듯 개인생각은 말 않겠다고 했으나 그는 얘기 말미 다만 조정자로서 막후에서 역할이 있을진 모르지 라고 했다.	0
혹시 막후에서 개헌 문제를 조정하려는 것 아니냐고 물었다.	0
감사원은 있는 듯 없는 듯 조용한 곳이어야 합니다.	0
감사관의 감사도 소리내지 않고 조용하게 진행돼야 합니다.	0
요즘 감사원 파문을 보시면서 느끼는 점이 많을 텐데요.	0
이감사관 구속을 어떻게 생각합니까.	0
감사원은 공무원사회의 최후보루라 할 수 있습니다.	0
잘했든 못했든 간에 이처럼 물의를 일으켜 그 같은 보루가 무너져 버린 것 같아 안타깝기 그지 없습니다.	0
어떻든 검찰이 이씨를 구속했고 이제 사법부가 잘잘못을 가려줄 것입니다.	0
예전 재직시와 비교해서 지금의 감사원은 어떻습니까.	0
과거에는 감사원이 이처럼 물의를 일으킨 적이 없었습니다.	0
감사관들은 큰 대우를 받지 못하면서도 헌신적으로 일했습니다.	0
왜 이 같은 파문이 일게 됐을까요.	0
세상이 자꾸 오염돼 가니 감사원도 그처럼 변할 것 같아요.	0
처음 감사원이 무슨 일을 하는지도 모르고 부임했다는 그는 일을 해 보면 해 볼수록 참으로 중요한 기관이구나 하는 것을 느꼈다고 했다.	0
세상에는 이감사관을 용기 있는 사람이라 칭찬하는 사람도 많던데요.	0
서울법대교수와 학장을 거쳐 팔십년 감사원장에 부임했던 그는 팔십칠년엔 국무총리를 역임했다.	0
항상 말하고 있지만 신기한 방법은 있을 수가 없어요.	0
이번 일을 계기로 감사원이 새롭게 태어나야 한다는 주장이 많던데요.	0
이번 일을 계기로 감사원이나 감사관들이 스스로 반성해야 합니다.	0
그러나 용기를 잃지 말고 감사활동을 해야 합니다.	0
많은 감사원직원들이 이번 이씨 구속사건으로 갈등을 겪고 있던데요.	0
감사원직원의 수준이 다른 부처공무원보다 높지 않으면 그런 흐름을 따라잡을 수가 없습니다.	0
행정부처의 업무가 전문화 복잡화됐는데 감사방법도 그런 흐름에 맞춰 변해야 하는 것 아닙니까.	0
그렇게 볼 수 있는 시각도 있을 것입니다.	0
그러나 감사원자체내의 내부절차를 그대로 밟았더라면 하는 아쉬움이 있습니다.	0
절차를 밟았는데도 공개하지 않기로 위쪽에 결정했다면 그때 가서 자신의 소신으로 자리를 걸고 발표할 수 있겠지요.	0
감사원의 감사가 외부압력에 의해서 중단된 경우가 없지 않다는데요.	0
제가 재직하던 시절 그런 경우는 한번도 없었어요.	0
설사 그런 압력이 있었더라도 받아들이지 않았을 것입니다.	0
자리에 연연하지 말고 목숨을 건다는 생각으로 받아들이지 말아야 합니다.	0
감사원 자체적으로 해결할 일을 검찰이 개입해 문제가 더 복잡해 진 것 같은데요.	0
감사원 내부에도 자체감사 기능이 있습니다 여기에서 자체적으로 해결했어야 할 일이 외부로까지 연결돼 이제 정치 문제가 됐어요.	0
내부적 단결력을 깨지 않기 위해서다.	0
김용갑씨의 밀사자격은 아직도 확신하고 있는지.	0
왜 정부는 하필 김씨에게 그 역할을 맡겼는가.	0
케이비에스사원 내부에는 문제가 없다고 보는지.	0
비대위 지도부가 방송민주화에 대한 철저한 신념과 이론으로 무장돼 있었다면 사태는 많이 달라졌을 것이다.	0
진정한 사태해결의 길은 무엇이라고 생각하는지.	0
법처리는 최소화하도록 노력하고 내부처리는 사규 인사규칙 등에 따라 사안별로 처리될 것이다.	0
케이비에스의 바람직한 위상변화는 시대적인 요구이다 방송인들은 이에 방어하기 보다 능동적으로 대처해야 한다.	0
원칙은 고수되어야 한다 그러나 원리원칙을 지키면서 좋은 방법이 없는가에 대해 경영진이 연구검토하고 있다 아직 결정된 방침은 없다.	0
나는 일관된 입장을 견지해 왔기 때문에 논리적 맥락은 노조원들도 이해하리라고 본다.	0
그 말은 쉽게 말해 노조원들이 인사권에 개입하고 사장임명에 반대하는 행동을 계속하는한 그만둘 수 없다는 뜻이었다.	0
무조건 방송정상화라는 여론에 따라 본연의 임무에 돌아간 것으로 본다.	0
방송업무에 복귀키로 한 사원들의 결정을 어떻게 보는가.	0
현재 한국은 수입 주류 중 코냑은 삼십퍼센트 위스키는 오십퍼센트의 관세를 부과 차등을 두고 있다.	0
리들리장관은 영국도 국토면적이 좁아 최근 토지 건물 등 부동산값이 많이 오르고 있다고 말했다.	0
앞서 말한 양국간의 조그만 의견차이는 무언가.	0
사실상 이씨는 구십오퍼센트는 이미 단일시장화 돼 있다 한국이 삼억인구의 이씨시장을 공략하려면 어차피 소비자들에게 접근해야 할 것이고 현지 투자가 필수적이다.	0
유럽공동체는 오는 구십이년이면 통합을 완료 완전히 단일 시장화 될 예정인데 한국기업들은 어떻게 대처해야 할 것인지.	0
한영양국의 교역마찰을 완화하고 앞으로 양국의 경제관계가 더욱 바람직한 방향으로 진전될 수 있는 방법을 협의하기 위해 왔다.	0
특별한 방문목적이 있었을 텐데 성과는 어땠는지.	0
영국의 니콜라스 리들리 상공장관이 지난 칠일 방한했다.	0
두 시간 여의 대담을 끝내고 오월의 신록에 파묻혀 있는 검소하디 검소한 그의 집을 나섰다.	0
학자의 현실참여는 원칙적으로 좋은 것이라고 생각합니다.	0
이 노교수가 고향에 돌아가 그리운 혈육을 만날 날은 언제나 올 것인지.	0
정권이 중반으로 들어서서 안정을 얻을 법도한데 계속 몹시 동요하는 양상이다.	0
정권퇴진을 요구하는 목소리들이 서슴없이 거리로 터져 나오고 있다.	0
정부 여당의 시국에 대한 인식과 대응자세도 갈피를 잡기 어렵다.	0
얼마 전에는 총체적 위기로 규정했다가 요즘은 난국이 아니라고 강변한다.	0
한 동안은 개혁과 균형을 주장하더니 거대여당 출범을 계기로 보수와 성장위주로 바뀌고 말았다.	0
특히 경제는 주택가격이 폭등하고 국제수지가 연속 적자를 보이고 있으며 주가가 곤두박질 치는 등 전에 없는 난조를 보이고 있다.	0
서울 세검정에 있는 원로경제학자 조기준박사댁을 찾아 요즘 세상 돌아가는 이야기를 나누어 본다.	0
나는 특히 정신적 위기상태로 봅니다 국민학교 어린이에서부터 청소년 기업인 정치인들에 이르기까지 우리 사회 전반이 정신적 위기상태에 있다고 봅니다.	0
어서 한번 고향에 다녀오셔야 할 텐데요.	0
서울에 올 때 국민학교에 다니던 큰 아이를 그곳 할머니한테 맡겨놓고 왔는데.	0
대권에만 욕심이 있었다면 삼당통합이 안됐을 것이다.	0
국리민복을 위해 최선을 다하겠다.	0
연내 한소 국교정상화가 이루어질 수 있게 됐다.	0
외무부차원에서 내가 고르바초프대통령을 만난 이후 충분히 노력하고 있는 것으로 안다.	0
개혁이란 난국극복에 운명을 걸고 당과 정부가 나선다는 뜻이다.	0
난국극복을 위해 총체적 개혁을 하겠다고 했는데 국회에서의 안기부법 국가보안법 개정에 관한 여당입장도 바뀌어 전향적이 될 수 있다는 뜻인가.	0
내가 사원들로부터 신임을 받지 못해 위원장직을 수행할 수 없었기 때문이다.	0
향후 비대위의 진로에 대해 논의했다 그러나 공권력 투입설로 논의가 중단됐다.	0
사태는 서사장 개인의 권위와 임용의 문제로 국한되는 것은 아니다.	0
당국은 언론자유투쟁을 전국규모의 노사 문제로 몰아가고 있다.	0
선 방송 정상화 후 서사장 퇴진안이 사원들의 지지를 받을 것이라고 생각했는가.	0
방송을 정상화시킨 뒤 김씨와 약속한 기일까지 서사장 퇴진여부를 지켜볼 계획이었다.	0
사원들의 반응은 긍정적이었다.	0
이런 저런 얘기가 있었다.	0
왜 갑자기 심야회의를 가졌나.	0
또 이날 회의에 참석한 어느 장관은 재무부측이 증시에 대한 단기대책을 검토하지 않는다고 말한 적이 없다고 했다.	0
주가는 하루에도 올랐다 내렸다하는 것이다 나로서는 얘기할 수 없다.	0
당장 증시 회생책 같은 건 쓰지 않을 것인가.	0
한국기업들이 매우 진취적이고 적극적이기 때문에 잘 되리라고 봅니다.	0
대단히 복잡하고 어렵기 때문에 점진적으로 추진할 수밖에 없습니다.	0
루블화를 미 달러화 및 금화 등과 교환할 수 있도록 하는 태환작업은 어느 정도 추진되고 있습니까.	0
금년 중 가격자유화 세제개혁 인플레억제책 기업지원 조치등이 나올 것입니다.	0
특히 인플레억제를 위한 조치에 중점이 주어질 것입니다.	0
올해 일련의 혁신적인 경제정책들이 마련된다고 하던데요.	0
페레스트로이카 정책을 추진하고 있으나 경제상황이 좋지 않은 것은 사실입니다.	0
여당도 광역자치단체에서는 정당표시제를 받아들이겠다고 했다.	0
우리는 광역은 물론 기초자치단체에서도 정당추천제를 주장하고 있다.	0
